Wealth_Score,Rank_Progression_Years,Mission_Success,Peer_Reviews,Attendance_Records,Disciplinary_Actions,Sentiment_Score,Proximity_to_Enemy,Propaganda_Influence,Loyalty_History,Betrayal
9,1.3333333333333333,84,3,59,5,0.47510034069172047,0,4,0,1
6,22.666666666666668,56,5,66,2,0.8979552161850192,0,0,0,0
8,5.416666666666667,76,3,51,1,0.5250493402453846,1,0,0,1
9,4.833333333333333,77,3,55,3,0.7072789119056672,1,1,0,0
10,18.833333333333332,71,4,54,1,0.25217287749552997,0,1,1,0
6,15.666666666666666,63,3,77,4,0.44672646870264054,1,0,0,0
5,1.6666666666666667,56,4,90,1,0.12344986581035511,1,2,0,0
4,9.166666666666666,86,5,54,2,0.20598003587696168,0,1,0,0
9,2.5833333333333335,71,5,67,0,0.000943415267631087,1,4,1,0
10,21.0,54,5,75,2,0.03926505164866023,0,3,1,1
7,6.0,51,3,69,3,0.9772838231769293,0,1,0,0
7,15.75,76,4,90,3,0.2423536951367623,1,0,1,1
5,29.083333333333332,70,5,98,1,0.663310709504002,1,2,0,0
6,6.083333333333333,87,4,76,1,0.8390996987996115,0,3,1,0
3,13.0,64,4,98,3,0.5506604592365643,0,1,0,0
6,18.916666666666668,70,5,61,4,0.1531445000839562,0,2,1,0
5,1.1666666666666667,59,5,56,0,0.7281164373361664,0,2,1,0
7,14.25,72,4,52,2,0.600251410099583,0,2,1,1
6,19.833333333333332,88,5,59,1,0.7312505893473751,0,0,0,0
7,23.333333333333332,54,4,83,3,0.7697466228570872,1,4,0,0
9,10.916666666666666,50,4,74,0,0.9754103676847451,1,2,0,0
10,8.333333333333334,62,5,84,1,0.57356328002671,1,3,1,0
3,28.333333333333332,70,3,65,3,0.3416411126906018,0,1,1,0
9,6.583333333333333,75,5,51,0,0.6484645569002371,1,3,0,0
7,9.083333333333334,99,3,73,2,0.06844070924262613,0,0,1,1
7,23.166666666666668,94,4,59,2,0.8973973183215863,0,0,0,0
4,9.666666666666666,70,4,87,1,0.11938101133819679,1,3,0,0
4,27.833333333333332,67,3,71,2,0.32784283788581825,0,4,0,0
9,11.166666666666666,86,4,75,2,0.8157453806261209,0,0,0,0
8,3.3333333333333335,94,3,92,1,0.5973123783307118,0,0,1,1
9,12.333333333333334,81,3,88,2,0.3936355202774421,0,3,1,0
4,17.166666666666668,85,4,76,3,0.4734356593750214,0,0,1,1
7,19.75,66,3,78,3,0.8545473932021803,0,4,0,0
5,28.583333333333332,84,5,96,1,0.34000438605989214,1,4,1,0
9,15.083333333333334,98,5,87,1,0.8696496848121713,0,4,0,0
7,1.6666666666666667,60,4,69,1,0.08813443097669149,0,1,0,0
5,4.25,70,4,76,1,0.7767984372086307,0,4,0,0
5,3.0,75,3,90,2,0.8475476330547363,0,4,0,0
4,22.666666666666668,53,3,69,3,0.18181765283733875,1,1,0,1
9,19.75,83,3,93,0,0.43034653237220044,1,2,0,0
6,11.25,97,3,68,0,0.16549977466365562,0,0,1,0
3,4.083333333333333,67,5,69,2,0.7066041289942178,0,4,1,0
4,28.25,89,5,84,3,0.5353477680616567,0,0,1,0
4,21.833333333333332,84,4,96,1,0.635323346708321,1,3,1,1
6,15.583333333333334,90,3,51,2,0.19648696695621115,1,0,0,0
3,8.416666666666666,78,3,79,1,0.21174586205241952,1,1,0,0
7,4.0,78,4,83,4,0.04149732550990637,1,0,1,1
8,27.25,87,3,71,4,0.3220675351957297,0,0,1,0
9,15.583333333333334,91,3,52,1,0.559744661333675,1,0,1,0
8,24.583333333333332,70,3,55,1,0.8579349139973288,1,2,1,0
7,7.666666666666667,91,3,64,2,0.6669274474586807,0,2,1,0
10,10.416666666666666,62,3,76,1,0.43539632339975143,0,3,1,0
4,4.25,98,4,59,2,0.9531201143941378,1,1,1,0
3,26.0,90,3,58,3,0.7192452005758319,1,0,1,0
4,19.583333333333332,66,4,82,2,0.93016520286255,1,0,0,0
5,27.416666666666668,58,3,81,3,0.5275879732721657,1,0,0,0
4,10.5,90,5,97,2,0.2589042747931396,0,0,0,0
4,16.416666666666668,50,5,55,1,0.052826686364721986,0,2,0,0
7,27.833333333333332,51,5,90,3,0.7260848514838505,1,3,1,1
7,5.583333333333333,97,5,85,1,0.12130299800553412,1,4,0,0
7,4.25,78,4,51,2,0.3027751282719672,1,1,1,0
8,4.25,82,4,78,1,0.5324709078838974,1,0,0,0
5,29.833333333333332,59,3,53,0,0.5644165877797477,1,3,1,1
10,20.666666666666668,99,5,50,5,0.600583196987136,0,4,1,1
10,25.0,89,4,68,1,0.16625533034970064,0,3,0,0
7,22.75,70,3,75,5,0.37973740482164875,0,2,0,0
3,18.916666666666668,77,3,74,5,0.6171942271169667,1,4,1,0
8,13.166666666666666,60,4,59,3,0.9698188646337847,1,3,1,0
6,28.916666666666668,83,5,64,2,0.7276311376996887,0,2,1,0
3,14.916666666666666,57,3,71,2,0.9226037570939578,0,3,0,1
9,8.583333333333334,71,5,100,3,0.762212058314177,1,3,0,0
9,5.833333333333333,57,5,97,1,0.5917169688924004,0,4,1,0
3,5.833333333333333,98,5,70,2,0.19202336913634455,1,2,0,0
7,26.25,64,3,71,2,0.666685651892513,1,0,1,0
6,15.0,66,5,85,2,0.6233795659599071,0,1,0,0
6,23.333333333333332,72,3,83,2,0.6024691704572664,0,4,0,0
8,4.666666666666667,73,5,79,1,0.48978586798824075,0,2,0,0
6,29.666666666666668,94,3,74,2,0.5286566039892756,1,3,0,0
9,16.0,68,5,94,3,0.33444252711810407,1,2,0,0
5,15.083333333333334,54,4,77,1,0.5193126926423032,0,1,1,0
7,16.833333333333332,81,5,50,4,0.19755590567847825,1,1,1,0
6,13.833333333333334,93,5,98,3,0.8051743973603768,1,0,0,0
8,16.583333333333332,50,3,94,3,0.1857769546987078,1,0,1,1
9,1.5,72,3,53,2,0.08496628988946642,0,1,1,0
5,12.0,86,5,56,3,0.43624602635715737,1,4,0,1
4,20.5,57,4,98,0,0.6583074395060619,0,4,1,0
4,4.666666666666667,62,4,58,3,0.43771682493354136,0,3,0,1
5,27.083333333333332,57,3,85,0,0.2767541319513086,1,0,1,0
9,21.666666666666668,72,4,68,4,0.5581711838904407,0,3,1,0
8,3.5,92,5,50,5,0.34700233541219994,1,0,1,0
5,2.8333333333333335,50,3,59,1,0.9328676901266331,0,1,1,1
7,14.25,94,5,85,1,0.9226451396035721,0,4,1,0
7,14.083333333333334,100,3,58,3,0.5023718199720955,1,4,1,0
4,4.166666666666667,73,3,94,1,0.3278839940182585,0,1,1,0
6,7.75,84,3,95,3,0.7371324139566391,0,3,0,0
8,22.416666666666668,73,3,91,0,0.03671294348306664,0,3,0,0
4,18.083333333333332,66,4,81,1,0.47476900604365124,1,2,0,0
6,7.333333333333333,54,5,81,5,0.33632339427033353,1,0,0,0
6,1.9166666666666667,69,5,55,2,0.9205358851025547,0,3,1,0
10,25.5,70,5,97,3,0.012003027272682543,0,1,1,0
7,19.583333333333332,89,3,87,1,0.5528148757183491,0,3,1,0
9,2.0,80,4,66,2,0.740663581066626,1,4,0,0
3,4.75,95,5,59,2,0.48501798752404124,1,0,0,0
9,13.833333333333334,85,4,99,2,0.08540303016272166,0,2,0,0
3,10.333333333333334,60,3,76,3,0.9724613900279022,1,0,1,0
5,20.333333333333332,64,5,99,2,0.5180104313760979,1,4,0,1
7,2.3333333333333335,68,4,84,2,0.6141862443190114,1,4,1,0
6,19.5,56,3,70,1,0.23660978270750732,1,4,0,0
8,16.583333333333332,100,4,74,3,0.4834980851068038,0,4,1,0
3,29.583333333333332,77,5,77,1,0.42914949195832186,1,1,0,0
9,14.5,100,5,96,3,0.07489584200198374,1,2,1,0
6,28.083333333333332,92,3,64,1,0.10616035354746722,0,4,0,0
3,7.083333333333333,54,3,53,2,0.8374725196187746,0,4,0,1
3,20.333333333333332,54,3,78,3,0.23981995220659025,1,3,1,0
10,19.583333333333332,79,4,58,1,0.19495827149863054,1,2,1,0
3,27.5,81,4,76,0,0.5049114512501393,0,0,0,0
8,5.916666666666667,57,4,75,1,0.7687471313625129,0,2,1,0
7,28.833333333333332,59,3,68,2,0.06194651857898792,0,2,0,0
8,19.416666666666668,87,5,77,3,0.5768079196382558,1,2,1,0
4,4.0,96,5,66,0,0.11921044284057336,1,4,0,0
6,24.083333333333332,81,4,92,3,0.03646105082561846,0,4,1,0
7,17.25,97,4,90,1,0.05274395216221739,1,1,0,0
10,21.083333333333332,77,5,91,2,0.8341641082084413,0,0,0,0
7,27.916666666666668,66,5,99,4,0.11797248362806156,1,3,0,0
7,19.166666666666668,80,4,69,1,0.04515136441229195,0,2,1,0
9,16.916666666666668,57,4,94,2,0.4378998871429123,0,0,0,0
7,2.3333333333333335,89,5,89,0,0.8439934719420248,1,0,1,0
10,1.9166666666666667,74,3,88,0,0.26240837648930193,1,1,1,0
8,17.0,58,4,98,1,0.4217126175259164,1,3,1,1
7,2.75,51,5,72,0,0.03992253256375122,1,2,0,0
5,10.916666666666666,64,5,96,2,0.4490785141348759,1,3,1,0
6,18.416666666666668,99,5,81,2,0.5776130806371337,1,1,1,0
7,26.416666666666668,52,5,96,2,0.5709070537521448,0,4,1,0
6,23.416666666666668,98,3,82,1,0.33242669217436516,1,0,0,0
5,16.916666666666668,85,5,95,1,0.3155331806631355,0,2,1,1
5,15.5,53,4,54,2,0.10662361893659789,0,4,1,0
6,24.666666666666668,63,3,92,4,0.3667983206462684,1,1,1,0
3,17.916666666666668,90,5,97,0,0.09949466887296465,0,3,1,0
4,14.583333333333334,90,3,83,4,0.7665959447120516,0,0,0,0
9,21.833333333333332,74,4,89,2,0.9662742977481859,1,2,0,0
3,19.833333333333332,99,5,60,2,0.9700744566667069,1,4,1,0
3,1.5,59,4,99,2,0.8650710993753938,1,4,1,0
8,3.3333333333333335,70,5,52,0,0.6007921493396191,0,0,1,0
9,3.6666666666666665,85,5,82,0,0.7008656972438799,1,3,1,0
9,12.083333333333334,61,5,60,2,0.28520580268041407,1,1,0,0
3,7.5,76,5,65,1,0.6307704201726206,1,3,0,1
7,5.75,89,5,67,4,0.45564954943987745,1,3,0,0
8,3.0833333333333335,51,3,79,2,0.4820173397769325,0,3,0,1
8,19.75,62,5,97,1,0.757776560375158,1,0,1,0
5,24.666666666666668,81,5,59,3,0.28191835559725165,0,0,1,0
10,1.25,80,3,67,1,0.3180396116945199,1,1,0,0
9,9.166666666666666,65,3,87,2,0.9246417911286366,0,3,0,0
3,4.166666666666667,81,3,68,3,0.056224294850972245,0,0,1,0
5,23.5,81,3,85,4,0.4856342984133404,0,1,1,0
6,24.666666666666668,83,3,62,3,0.9128008004078617,1,1,1,0
4,14.0,60,3,95,2,0.610363007818157,0,3,1,0
10,7.166666666666667,59,5,52,3,0.5464070742121321,1,2,1,0
10,24.916666666666668,64,5,59,4,0.2497441792293552,1,3,0,0
10,11.75,66,4,87,1,0.34327548906444827,1,2,0,0
8,15.5,89,5,50,0,0.8520484158046929,1,1,1,1
6,7.916666666666667,67,5,76,1,0.5592181317684581,1,0,1,0
10,2.75,58,3,95,1,0.5147421937567799,0,4,0,0
6,3.1666666666666665,74,3,57,2,0.09957971354002892,1,1,1,0
7,17.166666666666668,89,5,100,2,0.01602815645512312,0,0,0,0
10,29.0,63,4,95,2,0.9636851886870491,0,1,0,0
4,20.583333333333332,74,3,91,0,0.37698616728684164,0,3,0,0
6,8.583333333333334,99,5,66,3,0.6032130620995043,0,2,0,0
6,2.6666666666666665,71,5,58,1,0.07971507318728499,0,1,1,0
4,26.166666666666668,79,4,55,2,0.6831142857230466,0,0,1,0
10,7.916666666666667,69,4,92,2,0.9325667087059609,0,3,0,0
4,22.75,70,3,74,1,0.5756652529974197,1,4,1,1
6,13.166666666666666,93,4,88,1,0.12611532237541057,0,3,1,0
4,22.333333333333332,81,5,98,0,0.5817215274734767,1,2,1,0
6,5.75,100,5,77,3,0.7663472131046524,0,3,1,0
6,2.1666666666666665,95,4,82,4,0.40641653657401866,0,4,0,0
7,14.416666666666666,98,4,86,2,0.8798377479414679,0,0,1,1
3,14.5,70,4,58,0,0.6486829533573645,0,1,0,1
6,27.583333333333332,84,4,67,2,0.8992489182892025,1,2,0,0
10,24.333333333333332,81,3,70,3,0.6235053112473372,1,4,1,0
5,24.25,79,4,51,3,0.13128797200482423,1,2,0,0
